t,s,open_p,close_p,high_p,low_p,volume,close_rtn,sign_a,sign_b,stock,time
2017-01-03 09:30:00,0,51.274744,51.024482,51.486503000000006,50.884913,73726.0,,,,0,2017-01-03 09:30:00
2017-01-03 09:45:00,0,50.611389,50.4872,50.668706,50.4872,45661.0,-0.0105298730785,-0.0129372684723,,0,2017-01-03 09:45:00
2017-01-03 10:00:00,0,50.371401,50.22374,50.433324,50.15715,64689.0,-0.00521836428165,-0.0047417669397100005,,0,2017-01-03 10:00:00
2017-01-03 10:15:00,0,50.314079,50.447513,50.485636,50.275954999999996,30121.0,0.004455520784109999,-0.0011379977413699999,,0,2017-01-03 10:15:00
2017-01-03 10:30:00,0,50.480861,50.356759999999994,50.576325,50.356759999999994,26289.0,-0.00179895313108,0.0033148279709899996,,0,2017-01-03 10:30:00
2017-01-03 10:45:00,0,50.229712,50.267793,50.324915000000004,50.20115,40317.0,-0.00176672807548,-0.00497514003149,,0,2017-01-03 10:45:00
2017-01-03 11:00:00,0,50.375152,50.270089,50.384695,50.212928999999995,60779.0,4.56699852285e-05,0.0028955069117900002,,0,2017-01-03 11:00:00
2017-01-03 11:15:00,0,50.572883000000004,50.505683000000005,50.582483,50.486483,37734.0,0.00468657323585,0.00392516616829,,0,2017-01-03 11:15:00
2017-01-03 11:30:00,0,50.369240999999995,50.308747,50.375749,50.205756,45706.0,-0.0038992926354899995,-0.00402671078246,,0,2017-01-03 11:30:00
2017-01-03 11:45:00,0,50.146649,50.137111,50.213409000000006,50.060814,55701.0,-0.0034116566045000003,-0.00441920083219,1.15869221984,0,2017-01-03 11:45:00
2017-01-03 12:00:00,0,50.657451,50.67672,50.734526,50.551473,36377.0,0.010762671644600002,0.0101861744049,0.773829046606,0,2017-01-03 12:00:00
2017-01-03 12:15:00,0,49.853885999999996,49.847253,49.932542,49.809345,34696.0,-0.0163678139021,-0.0158627245103,0.7545397212010001,0,2017-01-03 12:15:00
2017-01-03 12:30:00,0,49.827721000000004,49.804038,49.875085999999996,49.714045,99848.0,-0.000866937193765,-0.000524834415055,1.99192196966,0,2017-01-03 12:30:00
2017-01-03 12:45:00,0,50.236488,50.226932,50.293813,50.193493,28919.0,0.00849115592866,0.00820359339453,0.594898635395,0,2017-01-03 12:45:00
2017-01-03 13:00:00,0,49.799005,49.68531,49.799005,49.66636,38291.0,-0.010783513542899999,-0.00870845850178,0.799000909781,0,2017-01-03 13:00:00
2017-01-03 13:15:00,0,49.650937,49.707735,49.726667,49.641471,21795.0,0.000451346565441,-0.0029733136331099998,0.470830312334,0,2017-01-03 13:15:00
2017-01-03 13:30:00,0,50.514251,50.398790000000005,50.514251,50.369925,31901.0,0.0139023677648,0.017387674782000002,0.701983043169,0,2017-01-03 13:30:00
2017-01-03 13:45:00,0,50.231128999999996,50.226334,50.255102,50.140035,65317.0,-0.0034218246460100002,-0.005604802203520001,1.4032131591299999,0,2017-01-03 13:45:00
2017-01-03 14:00:00,0,49.735205,49.706720000000004,49.735205,49.659245,27967.0,-0.0103454607133,-0.009872850027530002,0.613712328229,0,2017-01-03 14:00:00
2017-01-03 14:15:00,0,50.154396999999996,50.226265000000005,50.259803999999995,50.154396999999996,27704.0,0.0104522236779,0.00842848572331,0.620096739031,0,2017-01-03 14:15:00
2017-01-03 14:30:00,0,50.461915000000005,50.452284999999996,50.495613,50.428215,40021.0,0.0045000381009,0.006131418339020001,0.930901698353,0,2017-01-03 14:30:00
2017-01-03 14:45:00,0,50.582529,50.592183,50.592183,50.495651,68841.0,0.00277286798256,0.0023902020634299997,1.55922959232,0,2017-01-03 14:45:00
2017-01-03 15:00:00,0,50.164473,50.260207,50.288927,50.1549,49005.0,-0.00656179833295,-0.00826482500168,1.1300210185500001,0,2017-01-03 15:00:00
2017-01-03 15:15:00,0,50.352022999999996,50.31366,50.356819,50.256114000000004,42661.0,0.0010635100291599999,0.00373869376872,0.9697125367530001,0,2017-01-03 15:15:00
2017-01-03 15:30:00,0,49.818709999999996,49.885185,49.913675,49.790221,65849.0,-0.00851605941965,-0.0105916802313,1.43238901536,0,2017-01-03 15:30:00
2017-01-03 15:45:00,0,49.800283,50.046726,50.056204,49.800283,260561.0,0.0032382464718299997,-0.000369880902595,4.57255721597,0,2017-01-03 15:45:00
2017-01-04 09:30:00,0,50.854535999999996,50.79703,50.998301,50.624512,40348.0,0.014992077981399999,0.021169615620499998,0.720987954348,0,2017-01-04 09:30:00
2017-01-04 09:45:00,0,50.345606,50.52987,50.539367999999996,50.206934000000004,44350.0,-0.0052593794932,-0.010007562061200001,0.787843582406,0,2017-01-04 09:45:00
2017-01-04 10:00:00,0,51.282344,51.214803,51.301641,51.130764,34519.0,0.0135550215028,0.018606145158900002,0.619357640057,0,2017-01-04 10:00:00
2017-01-04 10:15:00,0,50.814079,51.024649,51.129932000000004,50.756652,26296.0,-0.0037128783810799998,-0.009131109886790001,0.48460008882600003,0,2017-01-04 10:15:00
2017-01-04 10:30:00,0,50.76421,50.735631,50.792788,50.697527,24642.0,-0.0056642780042500005,-0.000981408112563,0.45908315642499997,0,2017-01-04 10:30:00
2017-01-04 10:45:00,0,50.529030999999996,50.548007,50.566981,50.50057,35859.0,-0.00369807284248,-0.00463275852875,0.667334143486,0,2017-01-04 10:45:00
2017-01-04 11:00:00,0,51.190878999999995,51.296585,51.325414,51.176464,40878.0,0.0148092568909,0.0130983649713,0.804903694311,0,2017-01-04 11:00:00
2017-01-04 11:15:00,0,51.026299,51.007188,51.054965,50.902078,53775.0,-0.00564165267008,-0.00321503720522,1.03355820792,0,2017-01-04 11:15:00
2017-01-04 11:30:00,0,50.73792,50.728411,50.756937,50.661851,36948.0,-0.005465437690869999,-0.0056515742707799995,0.71106013354,0,2017-01-04 11:30:00
2017-01-04 11:45:00,0,51.198586,51.32339,51.32339,51.160184,36340.0,0.011728715475700001,0.0090793227182,0.689706220072,0,2017-01-04 11:45:00
2017-01-04 12:00:00,0,51.05773,51.134121,51.172315999999995,51.019534,76387.0,-0.0036877794548400003,-0.0027511526100399996,1.3910448087399998,0,2017-01-04 12:00:00
2017-01-04 12:15:00,0,51.663969,51.673618,51.692917,51.548173,35685.0,0.010550637453600001,0.0118735871143,0.6678607121600001,0,2017-01-04 12:15:00
2017-01-04 12:30:00,0,51.032428,51.041959000000006,51.041959000000006,50.956175,25910.0,-0.0122240181802,-0.0122240181802,0.485852430997,0,2017-01-04 12:30:00
2017-01-04 12:45:00,0,51.156562,51.032445,51.160575,51.032445,19398.0,-0.00018640071344399998,0.00243246616179,0.366597276884,0,2017-01-04 12:45:00
2017-01-04 13:00:00,0,51.266715000000005,51.324296999999994,51.357884999999996,51.257118,19537.0,0.00571895156451,0.0021532450699499996,0.376511988468,0,2017-01-04 13:00:00
2017-01-04 13:15:00,0,50.970971,50.985267,50.985267,50.937616999999996,16096.0,-0.00660565027016,-0.0057687246401300005,0.326807736507,0,2017-01-04 13:15:00
2017-01-04 13:30:00,0,50.91953,50.957608,50.986166,50.91953,19681.0,-0.0005424852754330001,-0.0010092209939,0.411857029255,0,2017-01-04 13:30:00
2017-01-04 13:45:00,0,50.988401,50.900661,51.005454,50.900661,32815.0,-0.0011175386879600001,0.00135253794468,0.6938556298199999,0,2017-01-04 13:45:00
2017-01-04 14:00:00,0,50.986509999999996,51.072379,51.09146,50.986509999999996,37400.0,0.00337358968211,-3.70803616456e-05,0.8153255034469999,0,2017-01-04 14:00:00
2017-01-04 14:15:00,0,50.86053,50.853407000000004,50.908019,50.851033,23656.0,-0.0042874732717,-0.0024708485382399998,0.695233057074,0,2017-01-04 14:15:00
2017-01-04 14:30:00,0,50.753221,50.781653999999996,50.810087,50.724788000000004,39984.0,-0.00141098589963,-0.00210987730827,1.17573027364,0,2017-01-04 14:30:00
2017-01-04 14:45:00,0,51.046177,51.065231,51.074758,50.989014000000005,32630.0,0.0055842367692600006,0.00577215994632,0.976308876242,0,2017-01-04 14:45:00
2017-01-04 15:00:00,0,50.86827,50.896741999999996,50.925213,50.858779999999996,34726.0,-0.0032994765942300002,-0.0034852037447800003,1.03870077156,0,2017-01-04 15:00:00
